,,,,
,Month,Trade Type and Listing Market,All Traded Marketplaces,Toronto Stock Exchange
,2015-Jan,All Trade All Listing Total,"$218,979,240,778","$123,847,617,642"
,2015-Jan,Non-Cross Trade All Listing Total,"$194,655,069,799","$113,552,797,877"
,2015-Jan,Non-Cross TSX-Listed,"$193,780,889,029","$113,552,797,877"
,2015-Jan,Non-Cross TSXV-Listed,"$853,952,017",
,2015-Jan,Non-Cross CSE-Listed,"$20,228,753",
,2015-Jan,Non-Cross NEO-Listed,,
,2015-Jan,Intentional Cross Trade All Listing Total,"$24,324,170,979","$10,294,819,766"
,2015-Jan,Intentional Cross TSX-Listed,"$24,131,916,074","$10,294,819,766"
,2015-Jan,Intentional Cross TSXV-Listed,"$191,440,746",
,2015-Jan,Intentional Cross CSE-Listed,"$814,158",
,2015-Jan,Intentional Cross NEO-Listed,,
,2015-feb,All Trade All Listing Total,"$195,007,664,446","$111,148,053,391"
,2015-feb,Non-Cross Trade All Listing Total,"$173,116,910,273","$100,660,811,639"
,2015-feb,Non-Cross TSX-Listed,"$172,176,184,746","$100,660,811,639"
,2015-feb,Non-Cross TSXV-Listed,"$877,646,802",
,2015-feb,Non-Cross CSE-Listed,"$63,078,725",
,2015-feb,Non-Cross NEO-Listed,,
,2015-feb,Intentional Cross Trade All Listing Total,"$21,890,754,172","$10,487,241,751"
,2015-feb,Intentional Cross TSX-Listed,"$21,750,427,823","$10,487,241,751"
,2015-feb,Intentional Cross TSXV-Listed,"$139,354,599",
,2015-feb,Intentional Cross CSE-Listed,"$971,750",
,2015-feb,Intentional Cross NEO-Listed,,
,2015-mar,All Trade All Listing Total,"$206,135,090,423","$121,417,946,159"
,2015-mar,Non-Cross Trade All Listing Total,"$185,891,243,827","$112,158,529,358"
,2015-mar,Non-Cross TSX-Listed,"$184,795,056,709","$112,158,529,358"
,2015-mar,Non-Cross TSXV-Listed,"$1,060,944,522",
,2015-mar,Non-Cross CSE-Listed,"$35,242,596",
,2015-mar,Non-Cross NEO-Listed,,
,2015-mar,Intentional Cross Trade All Listing Total,"$20,243,846,595","$9,259,416,801"
,2015-mar,Intentional Cross TSX-Listed,"$20,091,143,769","$9,259,416,801"
,2015-mar,Intentional Cross TSXV-Listed,"$152,471,001",
,2015-mar,Intentional Cross CSE-Listed,"$231,824",
,2015-mar,Intentional Cross NEO-Listed,,
,2015-Apr,All Trade All Listing Total,"$185,196,087,321","$101,683,679,899"
,2015-Apr,Non-Cross Trade All Listing Total,"$161,512,206,449","$91,587,864,634"
,2015-Apr,Non-Cross TSX-Listed,"$160,061,668,639","$91,587,864,634"
,2015-Apr,Non-Cross TSXV-Listed,"$1,422,489,450",
,2015-Apr,Non-Cross CSE-Listed,"$28,048,360",
,2015-Apr,Non-Cross NEO-Listed,,
,2015-Apr,Intentional Cross Trade All Listing Total,"$23,683,880,871","$10,095,815,265"
,2015-Apr,Intentional Cross TSX-Listed,"$23,447,126,987","$10,095,815,265"
,2015-Apr,Intentional Cross TSXV-Listed,"$235,161,107",
,2015-Apr,Intentional Cross CSE-Listed,"$1,592,778",
,2015-Apr,Intentional Cross NEO-Listed,,
,2015-may,All Trade All Listing Total,"$168,062,773,412","$93,154,874,661"
,2015-may,Non-Cross Trade All Listing Total,"$145,983,229,413","$83,576,709,664"
,2015-may,Non-Cross TSX-Listed,"$144,883,401,185","$83,576,709,664"
,2015-may,Non-Cross TSXV-Listed,"$1,081,173,017",
,2015-may,Non-Cross CSE-Listed,"$18,655,211",
,2015-may,Non-Cross NEO-Listed,,
,2015-may,Intentional Cross Trade All Listing Total,"$22,079,543,999","$9,578,164,997"
,2015-may,Intentional Cross TSX-Listed,"$21,937,274,264","$9,578,164,997"
,2015-may,Intentional Cross TSXV-Listed,"$142,012,017",
,2015-may,Intentional Cross CSE-Listed,"$257,718",
,2015-may,Intentional Cross NEO-Listed,,
,2015-jun,All Trade All Listing Total,"$192,914,544,829","$115,209,328,271"
,2015-jun,Non-Cross Trade All Listing Total,"$169,877,364,117","$105,282,815,667"
,2015-jun,Non-Cross TSX-Listed,"$168,780,895,439","$105,282,815,667"
,2015-jun,Non-Cross TSXV-Listed,"$1,069,921,641",
,2015-jun,Non-Cross CSE-Listed,"$26,547,037",
,2015-jun,Non-Cross NEO-Listed,,
,2015-jun,Intentional Cross Trade All Listing Total,"$23,037,180,712","$9,926,512,604"
,2015-jun,Intentional Cross TSX-Listed,"$22,858,654,404","$9,926,512,604"
,2015-jun,Intentional Cross TSXV-Listed,"$177,918,412",
,2015-jun,Intentional Cross CSE-Listed,"$607,896",
,2015-jun,Intentional Cross NEO-Listed,,
,2015-jul,All Trade All Listing Total,"$179,646,278,625","$100,540,157,401"
,2015-jul,Non-Cross Trade All Listing Total,"$157,927,855,285","$92,847,936,782"
,2015-jul,Non-Cross TSX-Listed,"$157,072,481,637","$92,847,936,782"
,2015-jul,Non-Cross TSXV-Listed,"$834,124,964",
,2015-jul,Non-Cross CSE-Listed,"$21,248,684",
,2015-jul,Non-Cross NEO-Listed,,
,2015-jul,Intentional Cross Trade All Listing Total,"$21,718,423,340","$7,692,220,620"
,2015-jul,Intentional Cross TSX-Listed,"$21,589,261,740","$7,692,220,620"
,2015-jul,Intentional Cross TSXV-Listed,"$128,165,908",
,2015-jul,Intentional Cross CSE-Listed,"$995,692",
,2015-jul,Intentional Cross NEO-Listed,,
,2015-Aug,All Trade All Listing Total,"$177,661,123,800","$102,068,421,345"
,2015-Aug,Non-Cross Trade All Listing Total,"$158,856,726,873","$95,713,576,606"
,2015-Aug,Non-Cross TSX-Listed,"$158,175,974,866","$95,713,576,606"
,2015-Aug,Non-Cross TSXV-Listed,"$663,691,582",
,2015-Aug,Non-Cross CSE-Listed,"$17,060,425",
,2015-Aug,Non-Cross NEO-Listed,,
,2015-Aug,Intentional Cross Trade All Listing Total,"$18,804,396,927","$6,354,844,739"
,2015-Aug,Intentional Cross TSX-Listed,"$18,702,996,568","$6,354,844,739"
,2015-Aug,Intentional Cross TSXV-Listed,"$101,002,803",
,2015-Aug,Intentional Cross CSE-Listed,"$397,556",
,2015-Aug,Intentional Cross NEO-Listed,,
,2015-Sep,All Trade All Listing Total,"$183,859,677,563","$111,224,970,305"
,2015-Sep,Non-Cross Trade All Listing Total,"$162,386,697,948","$103,947,758,804"
,2015-Sep,Non-Cross TSX-Listed,"$161,795,296,474","$103,947,758,804"
,2015-Sep,Non-Cross TSXV-Listed,"$570,620,103",
,2015-Sep,Non-Cross CSE-Listed,"$20,781,371",
,2015-Sep,Non-Cross NEO-Listed,,
,2015-Sep,Intentional Cross Trade All Listing Total,"$21,472,979,615","$7,277,211,502"
,2015-Sep,Intentional Cross TSX-Listed,"$21,390,373,010","$7,277,211,502"
,2015-Sep,Intentional Cross TSXV-Listed,"$81,280,905",
,2015-Sep,Intentional Cross CSE-Listed,"$1,325,701",
,2015-Sep,Intentional Cross NEO-Listed,,
,2015-oct,All Trade All Listing Total,"$195,391,714,337","$118,623,643,789"
,2015-oct,Non-Cross Trade All Listing Total,"$173,351,858,709","$111,632,176,292"
,2015-oct,Non-Cross TSX-Listed,"$172,556,244,175","$111,632,176,292"
,2015-oct,Non-Cross TSXV-Listed,"$768,205,572",
,2015-oct,Non-Cross CSE-Listed,"$27,408,962",
,2015-oct,Non-Cross NEO-Listed,,
,2015-oct,Intentional Cross Trade All Listing Total,"$22,039,855,628","$6,991,467,497"
,2015-oct,Intentional Cross TSX-Listed,"$21,868,793,171","$6,991,467,497"
,2015-oct,Intentional Cross TSXV-Listed,"$170,114,539",
,2015-oct,Intentional Cross CSE-Listed,"$947,918",
,2015-oct,Intentional Cross NEO-Listed,,
,2015-nov,All Trade All Listing Total,"$166,963,239,740","$96,744,460,593"
,2015-nov,Non-Cross Trade All Listing Total,"$144,679,665,424","$90,556,928,394"
,2015-nov,Non-Cross TSX-Listed,"$143,780,474,605","$90,556,928,394"
,2015-nov,Non-Cross TSXV-Listed,"$860,947,323",
,2015-nov,Non-Cross CSE-Listed,"$38,243,496",
,2015-nov,Non-Cross NEO-Listed,,
,2015-nov,Intentional Cross Trade All Listing Total,"$22,283,574,316","$6,187,532,199"
,2015-nov,Intentional Cross TSX-Listed,"$22,177,734,929","$6,187,532,199"
,2015-nov,Intentional Cross TSXV-Listed,"$85,864,729",
,2015-nov,Intentional Cross CSE-Listed,"$19,974,657",
,2015-nov,Intentional Cross NEO-Listed,,
,2015-Dec,All Trade All Listing Total,"$187,611,189,760","$108,636,790,649"
,2015-Dec,Non-Cross Trade All Listing Total,"$164,699,734,110","$102,250,202,866"
,2015-Dec,Non-Cross TSX-Listed,"$164,098,679,233","$102,250,202,866"
,2015-Dec,Non-Cross TSXV-Listed,"$571,431,163",
,2015-Dec,Non-Cross CSE-Listed,"$29,623,714",
,2015-Dec,Non-Cross NEO-Listed,,
,2015-Dec,Intentional Cross Trade All Listing Total,"$22,911,455,651","$6,386,587,783"
,2015-Dec,Intentional Cross TSX-Listed,"$22,839,610,346","$6,386,587,783"
,2015-Dec,Intentional Cross TSXV-Listed,"$71,471,641",
,2015-Dec,Intentional Cross CSE-Listed,"$373,663",
,2015-Dec,Intentional Cross NEO-Listed,,
,2016-Jan,All Trade All Listing Total,"$201,103,772,945","$114,460,341,295"
,2016-Jan,Non-Cross Trade All Listing Total,"$174,418,580,562","$105,835,841,765"
,2016-Jan,Non-Cross TSX-Listed,"$173,880,530,529","$105,835,841,765"
,2016-Jan,Non-Cross TSXV-Listed,"$512,738,464",
,2016-Jan,Non-Cross CSE-Listed,"$25,311,569",
,2016-Jan,Non-Cross NEO-Listed,,
,2016-Jan,Intentional Cross Trade All Listing Total,"$26,685,192,383","$8,624,499,530"
,2016-Jan,Intentional Cross TSX-Listed,"$26,619,512,874","$8,624,499,530"
,2016-Jan,Intentional Cross TSXV-Listed,"$65,100,458",
,2016-Jan,Intentional Cross CSE-Listed,"$579,052",
,2016-Jan,Intentional Cross NEO-Listed,,
,2016-feb,All Trade All Listing Total,"$206,526,436,483","$118,160,839,755"
,2016-feb,Non-Cross Trade All Listing Total,"$179,682,112,029","$109,872,215,928"
,2016-feb,Non-Cross TSX-Listed,"$179,029,563,156","$109,872,215,928"
,2016-feb,Non-Cross TSXV-Listed,"$620,119,223",
,2016-feb,Non-Cross CSE-Listed,"$32,429,650",
,2016-feb,Non-Cross NEO-Listed,,
,2016-feb,Intentional Cross Trade All Listing Total,"$26,844,324,454","$8,288,623,828"
,2016-feb,Intentional Cross TSX-Listed,"$26,749,186,670","$8,288,623,828"
,2016-feb,Intentional Cross TSXV-Listed,"$94,444,451",
,2016-feb,Intentional Cross CSE-Listed,"$693,334",
,2016-feb,Intentional Cross NEO-Listed,,
,2016-mar,All Trade All Listing Total,"$232,115,641,788","$132,970,411,296"
,2016-mar,Non-Cross Trade All Listing Total,"$203,103,711,940","$124,204,367,275"
,2016-mar,Non-Cross TSX-Listed,"$202,142,454,039","$124,204,367,275"
,2016-mar,Non-Cross TSXV-Listed,"$904,744,599",
,2016-mar,Non-Cross CSE-Listed,"$44,828,863",
,2016-mar,Non-Cross NEO-Listed,"$11,684,438",
,2016-mar,Intentional Cross Trade All Listing Total,"$29,011,929,848","$8,766,044,021"
,2016-mar,Intentional Cross TSX-Listed,"$28,873,386,468","$8,766,044,021"
,2016-mar,Intentional Cross TSXV-Listed,"$131,121,404",
,2016-mar,Intentional Cross CSE-Listed,"$1,222,874",
,2016-mar,Intentional Cross NEO-Listed,"$6,199,102",
,2016-Apr,All Trade All Listing Total,"$205,538,649,744","$113,292,516,461"
,2016-Apr,Non-Cross Trade All Listing Total,"$177,971,845,775","$104,626,071,784"
,2016-Apr,Non-Cross TSX-Listed,"$176,476,131,502","$104,626,071,784"
,2016-Apr,Non-Cross TSXV-Listed,"$1,420,261,732",
,2016-Apr,Non-Cross CSE-Listed,"$48,495,168",
,2016-Apr,Non-Cross NEO-Listed,"$26,957,373",
,2016-Apr,Intentional Cross Trade All Listing Total,"$27,566,803,969","$8,666,444,677"
,2016-Apr,Intentional Cross TSX-Listed,"$27,435,301,737","$8,666,444,677"
,2016-Apr,Intentional Cross TSXV-Listed,"$129,359,537",
,2016-Apr,Intentional Cross CSE-Listed,"$1,088,680",
,2016-Apr,Intentional Cross NEO-Listed,"$1,054,014",
,2016-may,All Trade All Listing Total,"$208,917,698,510","$113,953,661,317"
,2016-may,Non-Cross Trade All Listing Total,"$179,080,039,461","$105,445,102,386"
,2016-may,Non-Cross TSX-Listed,"$177,673,127,890","$105,445,102,386"
,2016-may,Non-Cross TSXV-Listed,"$1,361,987,798",
,2016-may,Non-Cross CSE-Listed,"$43,758,576",
,2016-may,Non-Cross NEO-Listed,"$1,165,198",
,2016-may,Intentional Cross Trade All Listing Total,"$29,837,659,049","$8,508,558,931"
,2016-may,Intentional Cross TSX-Listed,"$29,735,032,178","$8,508,558,931"
,2016-may,Intentional Cross TSXV-Listed,"$101,221,574",
,2016-may,Intentional Cross CSE-Listed,"$415,771",
,2016-may,Intentional Cross NEO-Listed,"$989,526",
,2016-jun,All Trade All Listing Total,"$237,103,982,168","$131,810,178,731"
,2016-jun,Non-Cross Trade All Listing Total,"$204,882,430,995","$121,793,780,463"
,2016-jun,Non-Cross TSX-Listed,"$203,286,508,404","$121,793,780,463"
,2016-jun,Non-Cross TSXV-Listed,"$1,550,258,421",
,2016-jun,Non-Cross CSE-Listed,"$43,889,972",
,2016-jun,Non-Cross NEO-Listed,"$1,774,197",
,2016-jun,Intentional Cross Trade All Listing Total,"$32,221,551,174","$10,016,398,268"
,2016-jun,Intentional Cross TSX-Listed,"$32,078,619,949","$10,016,398,268"
,2016-jun,Intentional Cross TSXV-Listed,"$142,233,942",
,2016-jun,Intentional Cross CSE-Listed,"$697,283",
,2016-jun,Intentional Cross NEO-Listed,,
,2016-jul,All Trade All Listing Total,"$178,295,744,403","$96,008,464,965"
,2016-jul,Non-Cross Trade All Listing Total,"$156,203,993,516","$88,744,391,240"
,2016-jul,Non-Cross TSX-Listed,"$154,740,225,102","$88,744,391,240"
,2016-jul,Non-Cross TSXV-Listed,"$1,427,160,284",
,2016-jul,Non-Cross CSE-Listed,"$33,764,949",
,2016-jul,Non-Cross NEO-Listed,"$2,843,181",
,2016-jul,Intentional Cross Trade All Listing Total,"$22,091,750,888","$7,264,073,725"
,2016-jul,Intentional Cross TSX-Listed,"$21,958,879,813","$7,264,073,725"
,2016-jul,Intentional Cross TSXV-Listed,"$130,884,665",
,2016-jul,Intentional Cross CSE-Listed,"$1,986,409",
,2016-jul,Intentional Cross NEO-Listed,,
,2016-Aug,All Trade All Listing Total,"$191,667,847,967","$102,825,886,811"
,2016-Aug,Non-Cross Trade All Listing Total,"$167,526,575,848","$95,408,801,468"
,2016-Aug,Non-Cross TSX-Listed,"$165,654,453,264","$95,408,801,468"
,2016-Aug,Non-Cross TSXV-Listed,"$1,783,686,762",
,2016-Aug,Non-Cross CSE-Listed,"$83,878,975",
,2016-Aug,Non-Cross NEO-Listed,"$4,556,848",
,2016-Aug,Intentional Cross Trade All Listing Total,"$24,141,272,119","$7,417,085,343"
,2016-Aug,Intentional Cross TSX-Listed,"$23,986,230,634","$7,417,085,343"
,2016-Aug,Intentional Cross TSXV-Listed,"$154,484,116",
,2016-Aug,Intentional Cross CSE-Listed,"$557,369",
,2016-Aug,Intentional Cross NEO-Listed,,
,2016-Sep,All Trade All Listing Total,"$208,773,191,049","$114,204,828,076"
,2016-Sep,Non-Cross Trade All Listing Total,"$182,457,227,720","$104,725,536,498"
,2016-Sep,Non-Cross TSX-Listed,"$180,801,298,268","$104,725,536,498"
,2016-Sep,Non-Cross TSXV-Listed,"$1,480,831,676",
,2016-Sep,Non-Cross CSE-Listed,"$170,697,479",
,2016-Sep,Non-Cross NEO-Listed,"$4,400,298",
,2016-Sep,Intentional Cross Trade All Listing Total,"$26,315,963,329","$9,479,291,578"
,2016-Sep,Intentional Cross TSX-Listed,"$26,116,118,141","$9,479,291,578"
,2016-Sep,Intentional Cross TSXV-Listed,"$188,658,108",
,2016-Sep,Intentional Cross CSE-Listed,"$4,634,172",
,2016-Sep,Intentional Cross NEO-Listed,"$6,552,907",
,2016-oct,All Trade All Listing Total,"$193,555,512,779","$101,874,117,632"
,2016-oct,Non-Cross Trade All Listing Total,"$168,153,191,837","$94,105,160,306"
,2016-oct,Non-Cross TSX-Listed,"$165,830,420,577","$94,105,160,306"
,2016-oct,Non-Cross TSXV-Listed,"$1,985,842,691",
,2016-oct,Non-Cross CSE-Listed,"$333,088,277",
,2016-oct,Non-Cross NEO-Listed,"$3,840,291",
,2016-oct,Intentional Cross Trade All Listing Total,"$25,402,320,942","$7,768,957,327"
,2016-oct,Intentional Cross TSX-Listed,"$25,254,214,869","$7,768,957,327"
,2016-oct,Intentional Cross TSXV-Listed,"$144,990,593",
,2016-oct,Intentional Cross CSE-Listed,"$3,115,480",
,2016-oct,Intentional Cross NEO-Listed,,
,2016-nov,All Trade All Listing Total,"$242,239,373,933","$130,404,615,733"
,2016-nov,Non-Cross Trade All Listing Total,"$211,910,550,161","$121,336,735,125"
,2016-nov,Non-Cross TSX-Listed,"$207,933,286,583","$121,336,735,125"
,2016-nov,Non-Cross TSXV-Listed,"$3,496,584,109",
,2016-nov,Non-Cross CSE-Listed,"$479,109,961",
,2016-nov,Non-Cross NEO-Listed,"$1,569,508",
,2016-nov,Intentional Cross Trade All Listing Total,"$30,328,823,772","$9,067,880,608"
,2016-nov,Intentional Cross TSX-Listed,"$30,161,633,964","$9,067,880,608"
,2016-nov,Intentional Cross TSXV-Listed,"$161,767,548",
,2016-nov,Intentional Cross CSE-Listed,"$3,521,515",
,2016-nov,Intentional Cross NEO-Listed,"$1,900,745",
,2016-Dec,All Trade All Listing Total,"$214,643,920,418","$121,869,032,383"
,2016-Dec,Non-Cross Trade All Listing Total,"$191,266,323,871","$115,211,995,181"
,2016-Dec,Non-Cross TSX-Listed,"$188,674,835,446","$115,211,995,181"
,2016-Dec,Non-Cross TSXV-Listed,"$2,381,380,915",
,2016-Dec,Non-Cross CSE-Listed,"$207,203,113",
,2016-Dec,Non-Cross NEO-Listed,"$2,904,397",
,2016-Dec,Intentional Cross Trade All Listing Total,"$23,377,596,548","$6,657,037,202"
,2016-Dec,Intentional Cross TSX-Listed,"$23,205,754,432","$6,657,037,202"
,2016-Dec,Intentional Cross TSXV-Listed,"$165,059,916",
,2016-Dec,Intentional Cross CSE-Listed,"$6,782,200",
,2016-Dec,Intentional Cross NEO-Listed,,
,2017-Jan,All Trade All Listing Total,"$215,392,353,034","$114,237,769,361"
,2017-Jan,Non-Cross Trade All Listing Total,"$185,304,220,907","$105,228,394,227"
,2017-Jan,Non-Cross TSX-Listed,"$183,033,521,064","$105,228,394,227"
,2017-Jan,Non-Cross TSXV-Listed,"$2,031,790,536",
,2017-Jan,Non-Cross CSE-Listed,"$238,215,441",
,2017-Jan,Non-Cross NEO-Listed,"$693,866",
,2017-Jan,Intentional Cross Trade All Listing Total,"$30,088,132,127","$9,009,375,134"
,2017-Jan,Intentional Cross TSX-Listed,"$29,922,871,993","$9,009,375,134"
,2017-Jan,Intentional Cross TSXV-Listed,"$162,463,952",
,2017-Jan,Intentional Cross CSE-Listed,"$2,796,182",
,2017-Jan,Intentional Cross NEO-Listed,,
,2017-feb,All Trade All Listing Total,"$235,178,104,633","$128,386,897,332"
,2017-feb,Non-Cross Trade All Listing Total,"$200,931,103,294","$116,487,655,554"
,2017-feb,Non-Cross TSX-Listed,"$197,919,121,006","$116,487,655,554"
,2017-feb,Non-Cross TSXV-Listed,"$2,602,522,223",
,2017-feb,Non-Cross CSE-Listed,"$396,236,898",
,2017-feb,Non-Cross NEO-Listed,"$13,223,167",
,2017-feb,Intentional Cross Trade All Listing Total,"$34,247,001,340","$11,899,241,778"
,2017-feb,Intentional Cross TSX-Listed,"$34,072,190,088","$11,899,241,778"
,2017-feb,Intentional Cross TSXV-Listed,"$168,115,939",
,2017-feb,Intentional Cross CSE-Listed,"$6,426,528",
,2017-feb,Intentional Cross NEO-Listed,"$268,784",
,2017-mar,All Trade All Listing Total,"$276,361,184,576","$153,160,969,511"
,2017-mar,Non-Cross Trade All Listing Total,"$241,876,606,895","$141,930,299,050"
,2017-mar,Non-Cross TSX-Listed,"$238,743,875,716","$141,930,299,050"
,2017-mar,Non-Cross TSXV-Listed,"$2,766,364,322",
,2017-mar,Non-Cross CSE-Listed,"$311,399,761",
,2017-mar,Non-Cross NEO-Listed,"$54,967,096",
,2017-mar,Intentional Cross Trade All Listing Total,"$34,484,577,681","$11,230,670,461"
,2017-mar,Intentional Cross TSX-Listed,"$34,285,194,296","$11,230,670,461"
,2017-mar,Intentional Cross TSXV-Listed,"$173,326,167",
,2017-mar,Intentional Cross CSE-Listed,"$4,898,144",
,2017-mar,Intentional Cross NEO-Listed,"$21,159,074",
,2017-Apr,All Trade All Listing Total,"$219,117,422,105","$116,014,836,653"
,2017-Apr,Non-Cross Trade All Listing Total,"$185,865,174,271","$106,849,613,023"
,2017-Apr,Non-Cross TSX-Listed,"$182,875,861,894","$106,849,613,023"
,2017-Apr,Non-Cross TSXV-Listed,"$2,626,419,451",
,2017-Apr,Non-Cross CSE-Listed,"$298,235,163",
,2017-Apr,Non-Cross NEO-Listed,"$64,657,764",
,2017-Apr,Intentional Cross Trade All Listing Total,"$33,252,247,833","$9,165,223,630"
,2017-Apr,Intentional Cross TSX-Listed,"$33,007,824,416","$9,165,223,630"
,2017-Apr,Intentional Cross TSXV-Listed,"$176,092,303",
,2017-Apr,Intentional Cross CSE-Listed,"$13,358,493",
,2017-Apr,Intentional Cross NEO-Listed,"$54,972,622",
,2017-may,All Trade All Listing Total,"$263,720,204,458","$139,278,045,577"
,2017-may,Non-Cross Trade All Listing Total,"$219,641,990,537","$130,609,359,970"
,2017-may,Non-Cross TSX-Listed,"$217,260,851,589","$130,609,359,970"
,2017-may,Non-Cross TSXV-Listed,"$2,129,814,265",
,2017-may,Non-Cross CSE-Listed,"$198,169,288",
,2017-may,Non-Cross NEO-Listed,"$53,155,396",
,2017-may,Intentional Cross Trade All Listing Total,"$44,078,213,921","$8,668,685,607"
,2017-may,Intentional Cross TSX-Listed,"$43,793,621,051","$8,668,685,607"
,2017-may,Intentional Cross TSXV-Listed,"$253,548,190",
,2017-may,Intentional Cross CSE-Listed,"$4,961,440",
,2017-may,Intentional Cross NEO-Listed,"$26,083,239",
,2017-jun,All Trade All Listing Total,"$250,303,915,795","$141,263,922,572"
,2017-jun,Non-Cross Trade All Listing Total,"$220,278,411,401","$131,072,120,188"
,2017-jun,Non-Cross TSX-Listed,"$218,295,476,989","$131,072,120,188"
,2017-jun,Non-Cross TSXV-Listed,"$1,696,675,622",
,2017-jun,Non-Cross CSE-Listed,"$231,156,574",
,2017-jun,Non-Cross NEO-Listed,"$55,102,217",
,2017-jun,Intentional Cross Trade All Listing Total,"$30,025,504,393","$10,191,802,384"
,2017-jun,Intentional Cross TSX-Listed,"$29,817,675,752","$10,191,802,384"
,2017-jun,Intentional Cross TSXV-Listed,"$179,739,079",
,2017-jun,Intentional Cross CSE-Listed,"$11,789,018",
,2017-jun,Intentional Cross NEO-Listed,"$16,300,545",
,2017-jul,All Trade All Listing Total,"$171,241,533,374","$90,100,318,463"
,2017-jul,Non-Cross Trade All Listing Total,"$151,318,151,893","$84,514,393,646"
,2017-jul,Non-Cross TSX-Listed,"$149,923,799,142","$84,514,393,646"
,2017-jul,Non-Cross TSXV-Listed,"$1,156,787,632",
,2017-jul,Non-Cross CSE-Listed,"$195,638,697",
,2017-jul,Non-Cross NEO-Listed,"$41,926,422",
,2017-jul,Intentional Cross Trade All Listing Total,"$19,923,381,481","$5,585,924,817"
,2017-jul,Intentional Cross TSX-Listed,"$19,813,147,547","$5,585,924,817"
,2017-jul,Intentional Cross TSXV-Listed,"$98,920,390",
,2017-jul,Intentional Cross CSE-Listed,"$4,603,749",
,2017-jul,Intentional Cross NEO-Listed,"$6,709,794",
,2017-Aug,All Trade All Listing Total,"$188,889,623,460","$101,482,874,724"
,2017-Aug,Non-Cross Trade All Listing Total,"$167,845,463,991","$95,593,802,834"
,2017-Aug,Non-Cross TSX-Listed,"$166,297,884,543","$95,593,802,834"
,2017-Aug,Non-Cross TSXV-Listed,"$1,260,259,233",
,2017-Aug,Non-Cross CSE-Listed,"$224,187,291",
,2017-Aug,Non-Cross NEO-Listed,"$63,132,925",
,2017-Aug,Intentional Cross Trade All Listing Total,"$21,044,159,468","$5,889,071,890"
,2017-Aug,Intentional Cross TSX-Listed,"$20,930,797,275","$5,889,071,890"
,2017-Aug,Intentional Cross TSXV-Listed,"$105,941,347",
,2017-Aug,Intentional Cross CSE-Listed,"$5,271,430",
,2017-Aug,Intentional Cross NEO-Listed,"$2,149,417",
,2017-Sep,All Trade All Listing Total,"$212,452,193,899","$116,742,549,265"
,2017-Sep,Non-Cross Trade All Listing Total,"$181,154,117,254","$107,244,737,099"
